Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:54:30.837,COM3,, 1.021, 0.017, 1.014, 0.000, 0.427, -2.014, -0.192, 0.549, -0.983, 60.040, 61.573, -171.587, 27.51,,,,,,,,,,,,,,,,
 12:54:30.837,COM3,, 1.021, 0.017, 1.014, 0.000, 0.427, -2.014, -0.192, 0.439, -0.994, 60.193, 61.593, -171.587, 27.51,,,,,,,,,,,,,,,,
 12:54:30.837,COM3,, 1.021, 0.017, 1.014, 0.000, 0.427, -2.014, -0.192, 0.330, -1.005, 60.353, 61.620, -171.587, 27.51,,,,,,,,,,,,,,,,
 12:54:30.837,COM3,, 0.839, 0.017, 1.014, 0.000, 0.427, -2.014, -0.187, 0.220, -1.016, 60.513, 61.660, -171.587, 27.51,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.353, 0.006, 1.010, -0.061, 0.305, -2.686, -0.483, -0.797, -0.220, 126.333, -14.153, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.353, 0.006, 1.010, -0.061, 0.305, -2.686, -0.483, -0.780, -0.236, 126.387, -14.307, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.316, 0.006, 1.010, -0.061, 0.305, -2.686, -0.483, -0.764, -0.247, 126.427, -14.453, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.316, 0.016, 1.012, -0.122, 0.122, -1.953, -0.483, -0.747, -0.258, 126.460, -14.600, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.316, 0.016, 1.012, -0.122, 0.122, -1.953, -0.483, -0.731, -0.269, 126.473, -14.733, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.848,COM5,, -0.316, 0.016, 1.012, -0.122, 0.122, -1.953, -0.483, -0.709, -0.275, 126.480, -14.847, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.839, -0.016, 1.011, 0.122, -0.244, -4.395, -0.187, 0.104, -1.038, 60.660, 61.700, -171.587, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.839, -0.016, 1.011, 0.122, -0.244, -4.395, -0.187, -0.011, -1.060, 60.820, 61.753, -171.587, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.839, -0.016, 1.011, 0.122, -0.244, -4.395, -0.187, -0.126, -1.082, 60.980, 61.800, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.620, -0.016, 1.011, 0.122, -0.244, -4.395, -0.187, -0.242, -1.104, 61.147, 61.840, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.620, 0.002, 1.019, -1.526, -0.488, -2.686, -0.192, -0.352, -1.115, 61.333, 61.887, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.620, 0.002, 1.019, -1.526, -0.488, -2.686, -0.203, -0.461, -1.132, 61.507, 61.933, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.873,COM3,, 0.620, 0.002, 1.019, -1.526, -0.488, -2.686, -0.209, -0.571, -1.143, 61.673, 61.953, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.267, 0.016, 1.012, -0.122, 0.122, -1.953, -0.483, -0.687, -0.286, 126.487, -14.933, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.267, 0.014, 1.013, 0.000, 0.061, -2.197, -0.483, -0.659, -0.297, 126.500, -15.013, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.267, 0.014, 1.013, 0.000, 0.061, -2.197, -0.483, -0.637, -0.308, 126.513, -15.093, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.267, 0.014, 1.013, 0.000, 0.061, -2.197, -0.483, -0.610, -0.319, 126.520, -15.167, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.181, 0.014, 1.013, 0.000, 0.061, -2.197, -0.483, -0.582, -0.330, 126.520, -15.227, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.181, 0.021, 1.013, 0.183, -0.061, 0.000, -0.483, -0.555, -0.330, 126.507, -15.280, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:30.879,COM5,, -0.181, 0.021, 1.013, 0.183, -0.061, 0.000, -0.483, -0.533, -0.330, 126.507, -15.327, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.364, 0.002, 1.019, -1.526, -0.488, -2.686, -0.220, -0.687, -1.159, 61.833, 61.947, -171.580, 27.55,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.364, 0.015, 1.000, 1.587, -0.732, -1.343, -0.209, -0.797, -1.165, 61.973, 61.933, -171.580, 27.53,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.364, 0.015, 1.000, 1.587, -0.732, -1.343, -0.203, -0.901, -1.170, 62.093, 61.893, -171.580, 27.53,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.364, 0.015, 1.000, 1.587, -0.732, -1.343, -0.192, -1.005, -1.176, 62.200, 61.840, -171.580, 27.53,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.089, 0.015, 1.000, 1.587, -0.732, -1.343, -0.187, -1.110, -1.187, 62.273, 61.793, -171.587, 27.53,,,,,,,,,,,,,,,,
 12:54:30.904,COM3,, 0.089, 0.001, 1.014, 3.479, -1.221, -1.770, -0.165, -1.208, -1.192, 62.333, 61.760, -171.587, 27.53,,,,,,,,,,,,,,,,
 12:54:30.936,COM5,, -0.181, 0.021, 1.013, 0.183, -0.061, 0.000, -0.483, -0.505, -0.330, 126.513, -15.353, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, -0.058, 0.021, 1.013, 0.183, -0.061, 0.000, -0.478, -0.478, -0.330, 126.513, -15.360, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, -0.058, 0.021, 1.018, -0.183, 0.000, 2.869, -0.478, -0.450, -0.313, 126.507, -15.353, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, -0.058, 0.021, 1.018, -0.183, 0.000, 2.869, -0.478, -0.428, -0.302, 126.507, -15.340, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, -0.058, 0.021, 1.018, -0.183, 0.000, 2.869, -0.478, -0.406, -0.286, 126.493, -15.313, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, 0.067, 0.021, 1.018, -0.183, 0.000, 2.869, -0.483, -0.379, -0.275, 126.467, -15.280, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:30.937,COM5,, 0.067, 0.033, 1.017, -2.380, 1.648, 2.686, -0.494, -0.352, -0.258, 126.467, -15.240, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.939,COM3,, 0.089, 0.001, 1.014, 3.479, -1.221, -1.770, -0.148, -1.307, -1.203, 62.373, 61.727, -171.587, 27.53,,,,,,,,,,,,,,,,
 12:54:30.939,COM3,, 0.089, 0.001, 1.014, 3.479, -1.221, -1.770, -0.132, -1.406, -1.214, 62.387, 61.720, -171.587, 27.53,,,,,,,,,,,,,,,,
 12:54:30.939,COM3,, -0.195, 0.001, 1.014, 3.479, -1.221, -1.770, -0.115, -1.494, -1.219, 62.387, 61.733, -171.587, 27.53,,,,,,,,,,,,,,,,
 12:54:30.940,COM3,, -0.195, 0.004, 1.010, -1.282, 0.427, -0.183, -0.121, -1.571, -1.219, 62.360, 61.760, -171.587, 27.52,,,,,,,,,,,,,,,,
 12:54:30.940,COM3,, -0.195, 0.004, 1.010, -1.282, 0.427, -0.183, -0.126, -1.642, -1.225, 62.313, 61.807, -171.580, 27.52,,,,,,,,,,,,,,,,
 12:54:30.940,COM3,, -0.195, 0.004, 1.010, -1.282, 0.427, -0.183, -0.132, -1.714, -1.225, 62.267, 61.887, -171.580, 27.52,,,,,,,,,,,,,,,,
 12:54:30.940,COM3,, -0.445, 0.004, 1.010, -1.282, 0.427, -0.183, -0.137, -1.774, -1.225, 62.207, 61.973, -171.580, 27.52,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.067, 0.033, 1.017, -2.380, 1.648, 2.686, -0.505, -0.324, -0.247, 126.460, -15.200, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.067, 0.033, 1.017, -2.380, 1.648, 2.686, -0.511, -0.297, -0.231, 126.460, -15.153, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.163, 0.033, 1.017, -2.380, 1.648, 2.686, -0.522, -0.275, -0.220, 126.467, -15.113, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.163, -0.017, 1.014, -1.709, 1.038, 0.610, -0.533, -0.253, -0.214, 126.467, -15.080, -199.007, 29.20,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.163, -0.017, 1.014, -1.709, 1.038, 0.610, -0.538, -0.236, -0.214, 126.467, -15.053, -199.007, 29.20,,,,,,,,,,,,,,,,
 12:54:30.953,COM5,, 0.163, -0.017, 1.014, -1.709, 1.038, 0.610, -0.549, -0.220, -0.209, 126.473, -15.033, -199.007, 29.20,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.445, -0.015, 1.006, 1.282, -1.831, -0.366, -0.132, -1.840, -1.225, 62.140, 62.087, -171.580, 27.52,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.445, -0.015, 1.006, 1.282, -1.831, -0.366, -0.126, -1.906, -1.230, 62.053, 62.220, -171.573, 27.52,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.445, -0.015, 1.006, 1.282, -1.831, -0.366, -0.121, -1.961, -1.230, 61.967, 62.387, -171.573, 27.52,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.679, -0.015, 1.006, 1.282, -1.831, -0.366, -0.115, -2.010, -1.230, 61.873, 62.573, -171.573, 27.52,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.679, 0.036, 1.009, -0.366, 0.732, -0.488, -0.115, -2.038, -1.236, 61.793, 62.753, -171.567, 27.57,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.679, 0.036, 1.009, -0.366, 0.732, -0.488, -0.115, -2.060, -1.236, 61.720, 62.947, -171.567, 27.57,,,,,,,,,,,,,,,,
 12:54:30.966,COM3,, -0.679, 0.036, 1.009, -0.366, 0.732, -0.488, -0.121, -2.071, -1.241, 61.653, 63.147, -171.560, 27.57,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.256, -0.017, 1.014, -1.709, 1.038, 0.610, -0.555, -0.209, -0.209, 126.487, -15.027, -199.007, 29.20,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.256, -0.008, 1.020, 0.122, -0.061, -2.380, -0.555, -0.203, -0.220, 126.500, -15.027, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.256, -0.008, 1.020, 0.122, -0.061, -2.380, -0.555, -0.203, -0.231, 126.520, -15.020, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.256, -0.008, 1.020, 0.122, -0.061, -2.380, -0.555, -0.203, -0.242, 126.553, -15.013, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.336, -0.008, 1.020, 0.122, -0.061, -2.380, -0.555, -0.203, -0.253, 126.580, -15.013, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.336, 0.022, 1.021, 0.122, -0.061, 0.061, -0.555, -0.209, -0.253, 126.600, -15.000, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:30.982,COM5,, 0.336, 0.022, 1.021, 0.122, -0.061, 0.061, -0.555, -0.220, -0.253, 126.627, -15.007, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -0.895, 0.036, 1.009, -0.366, 0.732, -0.488, -0.121, -2.076, -1.241, 61.580, 63.340, -171.560, 27.57,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -0.895, 0.018, 1.002, 0.000, 0.854, 0.000, -0.121, -2.076, -1.241, 61.513, 63.540, -171.553, 27.52,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -0.895, 0.018, 1.002, 0.000, 0.854, 0.000, -0.115, -2.065, -1.241, 61.453, 63.740, -171.553, 27.52,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -0.895, 0.018, 1.002, 0.000, 0.854, 0.000, -0.115, -2.049, -1.247, 61.380, 63.940, -171.547, 27.52,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -1.055, 0.018, 1.002, 0.000, 0.854, 0.000, -0.115, -2.027, -1.247, 61.293, 64.127, -171.547, 27.52,,,,,,,,,,,,,,,,
 12:54:31.014,COM3,, -1.055, -0.031, 1.007, -0.427, 0.000, 0.488, -0.115, -2.000, -1.241, 61.207, 64.307, -171.547, 27.51,,,,,,,,,,,,,,,,
 12:54:31.015,COM5,, 0.336, 0.022, 1.021, 0.122, -0.061, 0.061, -0.555, -0.225, -0.253, 126.647, -15.020, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.016,COM5,, 0.364, 0.022, 1.021, 0.122, -0.061, 0.061, -0.549, -0.242, -0.253, 126.680, -15.047, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.016,COM5,, 0.364, 0.024, 1.018, 0.000, 0.183, 1.282, -0.549, -0.253, -0.247, 126.733, -15.100, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:31.016,COM5,, 0.364, 0.024, 1.018, 0.000, 0.183, 1.282, -0.549, -0.269, -0.236, 126.793, -15.160, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:31.016,COM5,, 0.364, 0.024, 1.018, 0.000, 0.183, 1.282, -0.549, -0.291, -0.231, 126.860, -15.233, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:31.016,COM5,, 0.363, 0.024, 1.018, 0.000, 0.183, 1.282, -0.549, -0.308, -0.225, 126.927, -15.320, -199.007, 29.16,,,,,,,,,,,,,,,,
 12:54:31.036,COM3,, -1.055, -0.031, 1.007, -0.427, 0.000, 0.488, -0.121, -1.961, -1.241, 61.093, 64.487, -171.540, 27.51,,,,,,,,,,,,,,,,
 12:54:31.036,COM3,, -1.055, -0.031, 1.007, -0.427, 0.000, 0.488, -0.121, -1.917, -1.236, 60.973, 64.633, -171.540, 27.51,,,,,,,,,,,,,,,,
 12:54:31.036,COM3,, -1.129, -0.031, 1.007, -0.427, 0.000, 0.488, -0.121, -1.868, -1.236, 60.847, 64.773, -171.533, 27.51,,,,,,,,,,,,,,,,
 12:54:31.036,COM3,, -1.129, 0.000, 1.008, -0.793, 0.427, -1.465, -0.126, -1.813, -1.241, 60.713, 64.913, -171.533, 27.53,,,,,,,,,,,,,,,,
 12:54:31.036,COM3,, -1.129, 0.000, 1.008, -0.793, 0.427, -1.465, -0.132, -1.747, -1.252, 60.593, 65.040, -171.533, 27.53,,,,,,,,,,,,,,,,
 12:54:31.037,COM3,, -1.129, 0.000, 1.008, -0.793, 0.427, -1.465, -0.132, -1.681, -1.258, 60.467, 65.173, -171.533, 27.53,,,,,,,,,,,,,,,,
 12:54:31.037,COM3,, -1.142, 0.000, 1.008, -0.793, 0.427, -1.465, -0.137, -1.604, -1.263, 60.340, 65.293, -171.527, 27.53,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.363, 0.005, 1.021, -0.244, -0.122, 0.122, -0.549, -0.335, -0.225, 126.993, -15.427, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.363, 0.005, 1.021, -0.244, -0.122, 0.122, -0.549, -0.363, -0.225, 127.067, -15.553, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.363, 0.005, 1.021, -0.244, -0.122, 0.122, -0.555, -0.390, -0.225, 127.140, -15.693, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.336, 0.005, 1.021, -0.244, -0.122, 0.122, -0.555, -0.417, -0.225, 127.213, -15.833, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.336, -0.004, 1.018, -0.366, -0.183, -1.343, -0.555, -0.450, -0.231, 127.287, -15.980, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.336, -0.004, 1.018, -0.366, -0.183, -1.343, -0.555, -0.478, -0.236, 127.360, -16.133, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.055,COM5,, 0.336, -0.004, 1.018, -0.366, -0.183, -1.343, -0.560, -0.511, -0.242, 127.427, -16.300, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.142, 0.005, 1.006, -0.244, 0.244, 0.122, -0.137, -1.527, -1.263, 60.227, 65.413, -171.527, 27.50,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.142, 0.005, 1.006, -0.244, 0.244, 0.122, -0.143, -1.445, -1.263, 60.107, 65.507, -171.527, 27.50,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.142, 0.005, 1.006, -0.244, 0.244, 0.122, -0.143, -1.357, -1.263, 59.987, 65.607, -171.527, 27.50,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.118, 0.005, 1.006, -0.244, 0.244, 0.122, -0.143, -1.269, -1.263, 59.880, 65.693, -171.520, 27.50,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.118, -0.009, 1.010, 0.122, -0.122, 0.000, -0.143, -1.176, -1.263, 59.760, 65.760, -171.520, 27.53,,,,,,,,,,,,,,,,
 12:54:31.065,COM3,, -1.118, -0.009, 1.010, 0.122, -0.122, 0.000, -0.143, -1.082, -1.263, 59.653, 65.813, -171.520, 27.53,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.279, -0.004, 1.018, -0.366, -0.183, -1.343, -0.560, -0.549, -0.247, 127.493, -16.487, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.279, 0.010, 1.021, -0.549, 0.061, 0.122, -0.566, -0.582, -0.247, 127.547, -16.693, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.279, 0.010, 1.021, -0.549, 0.061, 0.122, -0.566, -0.615, -0.247, 127.587, -16.920, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.279, 0.010, 1.021, -0.549, 0.061, 0.122, -0.571, -0.648, -0.247, 127.627, -17.147, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.161, 0.010, 1.021, -0.549, 0.061, 0.122, -0.571, -0.687, -0.247, 127.660, -17.393, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.161, 0.001, 1.013, -0.183, 0.183, 0.977, -0.571, -0.720, -0.242, 127.693, -17.667, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.082,COM5,, 0.161, 0.001, 1.013, -0.183, 0.183, 0.977, -0.577, -0.747, -0.236, 127.707, -17.960, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.097,COM3,, -1.118, -0.009, 1.010, 0.122, -0.122, 0.000, -0.143, -0.983, -1.263, 59.547, 65.847, -171.520, 27.53,,,,,,,,,,,,,,,,
 12:54:31.097,COM3,, -1.037, -0.009, 1.010, 0.122, -0.122, 0.000, -0.143, -0.884, -1.263, 59.433, 65.853, -171.520, 27.53,,,,,,,,,,,,,,,,
 12:54:31.097,COM3,, -1.037, -0.007, 1.008, 0.916, -0.183, -0.671, -0.137, -0.786, -1.269, 59.333, 65.860, -171.520, 27.55,,,,,,,,,,,,,,,,
 12:54:31.101,COM3,, -1.037, -0.007, 1.008, 0.916, -0.183, -0.671, -0.132, -0.681, -1.269, 59.240, 65.867, -171.520, 27.55,,,,,,,,,,,,,,,,
 12:54:31.101,COM3,, -1.037, -0.007, 1.008, 0.916, -0.183, -0.671, -0.126, -0.577, -1.274, 59.147, 65.860, -171.520, 27.55,,,,,,,,,,,,,,,,
 12:54:31.101,COM3,, -0.894, -0.007, 1.008, 0.916, -0.183, -0.671, -0.126, -0.472, -1.280, 59.060, 65.840, -171.520, 27.55,,,,,,,,,,,,,,,,
 12:54:31.101,COM3,, -0.894, 0.021, 1.003, 0.061, 0.122, 1.160, -0.126, -0.363, -1.274, 58.973, 65.800, -171.520, 27.54,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, 0.161, 0.001, 1.013, -0.183, 0.183, 0.977, -0.577, -0.780, -0.231, 127.700, -18.260, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, 0.003, 0.001, 1.013, -0.183, 0.183, 0.977, -0.577, -0.813, -0.225, 127.700, -18.553, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, 0.003, -0.007, 1.024, 1.831, -1.099, 0.305, -0.566, -0.851, -0.225, 127.680, -18.847, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, 0.003, -0.007, 1.024, 1.831, -1.099, 0.305, -0.560, -0.884, -0.225, 127.640, -19.147, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, 0.003, -0.007, 1.024, 1.831, -1.099, 0.305, -0.549, -0.923, -0.225, 127.600, -19.440, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.114,COM5,, -0.149, -0.007, 1.024, 1.831, -1.099, 0.305, -0.544, -0.956, -0.220, 127.533, -19.720, -199.007, 29.15,,,,,,,,,,,,,,,,
 12:54:31.171,COM5,, -0.149, 0.021, 1.010, 2.014, -1.099, -0.732, -0.533, -0.983, -0.225, 127.453, -20.007, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.171,COM5,, -0.149, 0.021, 1.010, 2.014, -1.099, -0.732, -0.522, -1.011, -0.231, 127.387, -20.273, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.171,COM5,, -0.149, 0.021, 1.010, 2.014, -1.099, -0.732, -0.516, -1.038, -0.231, 127.300, -20.540, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.171,COM5,, -0.278, 0.021, 1.010, 2.014, -1.099, -0.732, -0.505, -1.060, -0.236, 127.213, -20.813, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.172,COM5,, -0.278, 0.041, 1.013, 0.732, -0.671, -1.953, -0.500, -1.077, -0.247, 127.120, -21.080, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.172,COM5,, -0.278, 0.041, 1.013, 0.732, -0.671, -1.953, -0.500, -1.088, -0.258, 127.007, -21.333, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.172,COM5,, -0.278, 0.041, 1.013, 0.732, -0.671, -1.953, -0.494, -1.099, -0.264, 126.900, -21.580, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.894, 0.021, 1.003, 0.061, 0.122, 1.160, -0.126, -0.258, -1.269, 58.900, 65.747, -171.520, 27.54,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.894, 0.021, 1.003, 0.061, 0.122, 1.160, -0.126, -0.148, -1.263, 58.827, 65.673, -171.520, 27.54,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.701, 0.021, 1.003, 0.061, 0.122, 1.160, -0.126, -0.044, -1.252, 58.753, 65.587, -171.527, 27.54,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.701, -0.008, 1.007, -0.793, -0.549, 0.305, -0.126, 0.066, -1.252, 58.680, 65.480, -171.527, 27.56,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.701, -0.008, 1.007, -0.793, -0.549, 0.305, -0.132, 0.170, -1.252, 58.607, 65.367, -171.527, 27.56,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.701, -0.008, 1.007, -0.793, -0.549, 0.305, -0.137, 0.275, -1.252, 58.520, 65.240, -171.527, 27.56,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.474, -0.008, 1.007, -0.793, -0.549, 0.305, -0.137, 0.379, -1.247, 58.420, 65.107, -171.533, 27.56,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.474, 0.006, 1.015, 0.671, -0.671, 0.000, -0.137, 0.478, -1.247, 58.320, 64.980, -171.533, 27.55,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.474, 0.006, 1.015, 0.671, -0.671, 0.000, -0.132, 0.577, -1.252, 58.220, 64.840, -171.533, 27.55,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.474, 0.006, 1.015, 0.671, -0.671, 0.000, -0.132, 0.676, -1.252, 58.127, 64.687, -171.540, 27.55,,,,,,,,,,,,,,,,
 12:54:31.173,COM3,, -0.229, 0.006, 1.015, 0.671, -0.671, 0.000, -0.126, 0.769, -1.252, 58.033, 64.520, -171.540, 27.55,,,,,,,,,,,,,,,,
 12:54:31.175,COM3,, -0.229, 0.020, 0.996, -1.038, 1.465, -0.427, -0.132, 0.873, -1.252, 57.960, 64.347, -171.540, 27.56,,,,,,,,,,,,,,,,
 12:54:31.175,COM3,, -0.229, 0.020, 0.996, -1.038, 1.465, -0.427, -0.137, 0.978, -1.252, 57.907, 64.167, -171.547, 27.56,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.440, 0.041, 1.013, 0.732, -0.671, -1.953, -0.489, -1.110, -0.275, 126.767, -21.807, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.440, 0.018, 1.011, -0.549, -0.061, -0.305, -0.494, -1.110, -0.275, 126.627, -22.027, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.440, 0.018, 1.011, -0.549, -0.061, -0.305, -0.494, -1.110, -0.280, 126.467, -22.233, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.440, 0.018, 1.011, -0.549, -0.061, -0.305, -0.494, -1.099, -0.280, 126.320, -22.420, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.589, 0.018, 1.011, -0.549, -0.061, -0.305, -0.500, -1.093, -0.280, 126.173, -22.593, -199.007, 29.18,,,,,,,,,,,,,,,,
 12:54:31.175,COM5,, -0.589, 0.002, 1.009, -0.183, 0.061, -1.770, -0.500, -1.077, -0.291, 126.040, -22.760, -199.007, 29.17,,,,,,,,,,,,,,,,
 12:54:31.196,COM3,, -0.229, 0.020, 0.996, -1.038, 1.465, -0.427, -0.143, 1.077, -1.258, 57.867, 63.973, -171.547, 27.56,,,,,,,,,,,,,,,,
 12:54:31.196,COM3,, -0.006, 0.020, 0.996, -1.038, 1.465, -0.427, -0.148, 1.170, -1.258, 57.847, 63.780, -171.553, 27.56,,,,,,,,,,,,,,,,
