Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:54:15.504,COM3,, -0.005, 0.002, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.200, 62.307, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.505,COM3,, -0.005, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.207, 62.333, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.505,COM3,, -0.005, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.213, 62.353, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.505,COM3,, -0.005, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.240, 62.347, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.505,COM3,, -0.003, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.247, 62.347, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.505,COM3,, -0.003, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.267, 62.347, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.505,COM5,, -0.035, 0.011, 1.018, 0.061, 0.061, 0.916, 0.033, -0.055, -0.417, 116.860, -27.980, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.760,COM5,, -0.035, 0.011, 1.018, 0.061, 0.061, 0.916, 0.033, -0.055, -0.412, 116.867, -27.993, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.761,COM5,, -0.035, 0.011, 1.018, 0.061, 0.061, 0.916, 0.033, -0.055, -0.406, 116.873, -28.007, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.761,COM5,, -0.033, 0.011, 1.018, 0.061, 0.061, 0.916, 0.033, -0.055, -0.401, 116.873, -28.007, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.761,COM5,, -0.033, 0.035, 1.014, 0.000, 0.061, 0.793, 0.033, -0.055, -0.396, 116.867, -27.993, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.761,COM5,, -0.033, 0.035, 1.014, 0.000, 0.061, 0.793, 0.033, -0.049, -0.396, 116.867, -27.980, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.761,COM5,, -0.033, 0.035, 1.014, 0.000, 0.061, 0.793, 0.033, -0.049, -0.390, 116.873, -27.960, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.003, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.280, 62.313, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.003, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.307, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.008, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.300, 62.280, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.008, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.307, 62.253, -171.573, 27.35,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.008, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.320, 62.240, -171.573, 27.35,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.008, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.320, 62.233, -171.573, 27.35,,,,,,,,,,,,,,,,
 12:54:15.780,COM3,, -0.014, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.320, 62.233, -171.573, 27.35,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.022, 0.035, 1.014, 0.000, 0.061, 0.793, 0.033, -0.049, -0.385, 116.880, -27.947, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.022, 0.012, 1.017, 0.000, 0.000, 0.122, 0.033, -0.049, -0.385, 116.880, -27.953, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.022, 0.012, 1.017, 0.000, 0.000, 0.122, 0.033, -0.044, -0.385, 116.893, -27.967, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.022, 0.012, 1.017, 0.000, 0.000, 0.122, 0.033, -0.044, -0.385, 116.913, -27.980, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.020, 0.012, 1.017, 0.000, 0.000, 0.122, 0.033, -0.044, -0.385, 116.933, -28.007, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.020, 0.021, 1.016, 0.000, 0.000, -0.305, 0.033, -0.044, -0.385, 116.953, -28.020, -199.007, 29.01,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.020, 0.021, 1.016, 0.000, 0.000, -0.305, 0.033, -0.038, -0.385, 116.960, -28.020, -199.007, 29.01,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.020, 0.021, 1.016, 0.000, 0.000, -0.305, 0.033, -0.038, -0.390, 116.960, -28.013, -199.007, 29.01,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.008, 0.021, 1.016, 0.000, 0.000, -0.305, 0.033, -0.038, -0.390, 116.947, -28.000, -199.007, 29.01,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.008, 0.022, 1.016, 0.000, 0.000, 0.061, 0.033, -0.038, -0.390, 116.933, -27.993, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.008, 0.022, 1.016, 0.000, 0.000, 0.061, 0.033, -0.033, -0.390, 116.940, -27.993, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, -0.008, 0.022, 1.016, 0.000, 0.000, 0.061, 0.033, -0.033, -0.390, 116.933, -27.993, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, 0.021, 0.022, 1.016, 0.000, 0.000, 0.061, 0.033, -0.033, -0.390, 116.940, -28.000, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, 0.021, 0.017, 1.016, -0.061, 0.061, 0.000, 0.033, -0.033, -0.390, 116.953, -28.000, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.781,COM5,, 0.021, 0.017, 1.016, -0.061, 0.061, 0.000, 0.033, -0.033, -0.390, 116.967, -27.993, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.021, 0.017, 1.016, -0.061, 0.061, 0.000, 0.033, -0.033, -0.390, 116.967, -27.987, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.032, 0.017, 1.016, -0.061, 0.061, 0.000, 0.027, -0.033, -0.390, 116.973, -27.980, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.032, 0.022, 1.017, 0.000, 0.000, -0.061, 0.027, -0.033, -0.390, 116.987, -27.967, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.032, 0.022, 1.017, 0.000, 0.000, -0.061, 0.027, -0.033, -0.390, 116.987, -27.967, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.032, 0.022, 1.017, 0.000, 0.000, -0.061, 0.027, -0.033, -0.390, 116.993, -27.967, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.008, 0.022, 1.017, 0.000, 0.000, -0.061, 0.027, -0.038, -0.390, 116.987, -27.967, -199.007, 29.08,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.008, 0.019, 1.017, 0.000, 0.000, -0.061, 0.027, -0.038, -0.390, 116.980, -27.980, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.008, 0.019, 1.017, 0.000, 0.000, -0.061, 0.027, -0.038, -0.390, 116.987, -28.007, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.008, 0.019, 1.017, 0.000, 0.000, -0.061, 0.027, -0.044, -0.390, 116.993, -28.020, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, -0.001, 0.019, 1.017, 0.000, 0.000, -0.061, 0.027, -0.044, -0.390, 116.987, -28.033, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, -0.001, 0.017, 1.015, 0.000, 0.000, 0.244, 0.027, -0.044, -0.390, 116.980, -28.040, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, -0.001, 0.017, 1.015, 0.000, 0.000, 0.244, 0.027, -0.049, -0.390, 116.973, -28.047, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, -0.001, 0.017, 1.015, 0.000, 0.000, 0.244, 0.027, -0.049, -0.390, 116.980, -28.053, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.014, 0.017, 1.015, 0.000, 0.000, 0.244, 0.027, -0.049, -0.385, 116.993, -28.047, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.014, 0.023, 1.018, 0.000, 0.000, -0.061, 0.027, -0.055, -0.385, 117.013, -28.040, -199.007, 29.00,,,,,,,,,,,,,,,,
 12:54:15.782,COM5,, 0.014, 0.023, 1.018, 0.000, 0.000, -0.061, 0.027, -0.055, -0.385, 117.027, -28.033, -199.007, 29.00,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.014, 0.023, 1.018, 0.000, 0.000, -0.061, 0.027, -0.060, -0.385, 117.027, -28.020, -199.007, 29.00,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.005, 0.023, 1.018, 0.000, 0.000, -0.061, 0.027, -0.060, -0.390, 117.020, -28.007, -199.007, 29.00,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.005, 0.023, 1.015, 0.000, 0.000, 0.061, 0.027, -0.060, -0.385, 117.020, -27.987, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.005, 0.023, 1.015, 0.000, 0.000, 0.061, 0.027, -0.066, -0.385, 117.027, -27.973, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.005, 0.023, 1.015, 0.000, 0.000, 0.061, 0.027, -0.066, -0.385, 117.033, -27.980, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, 0.005, 0.023, 1.015, 0.000, 0.000, 0.061, 0.027, -0.071, -0.385, 117.040, -27.980, -199.007, 29.02,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.018, 0.023, 1.015, 0.000, 0.000, 0.061, 0.027, -0.071, -0.385, 117.033, -27.980, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.018, 0.021, 1.018, 0.000, 0.000, -0.610, 0.027, -0.077, -0.390, 117.020, -27.973, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.018, 0.021, 1.018, 0.000, 0.000, -0.610, 0.027, -0.077, -0.390, 117.000, -27.967, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.018, 0.021, 1.018, 0.000, 0.000, -0.610, 0.027, -0.077, -0.396, 116.980, -27.953, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.050, 0.021, 1.018, 0.000, 0.000, -0.610, 0.027, -0.082, -0.396, 116.967, -27.953, -199.007, 29.05,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.050, 0.021, 1.017, 0.000, 0.000, -0.732, 0.027, -0.082, -0.401, 116.953, -27.967, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.050, 0.021, 1.017, 0.000, 0.000, -0.732, 0.027, -0.082, -0.406, 116.953, -27.980, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.050, 0.021, 1.017, 0.000, 0.000, -0.732, 0.027, -0.082, -0.406, 116.947, -27.993, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.783,COM5,, -0.069, 0.021, 1.017, 0.000, 0.000, -0.732, 0.027, -0.082, -0.412, 116.940, -28.000, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.069, 0.014, 1.015, 0.000, 0.061, -0.488, 0.027, -0.082, -0.417, 116.933, -28.007, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.069, 0.014, 1.015, 0.000, 0.061, -0.488, 0.027, -0.082, -0.417, 116.920, -28.007, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.069, 0.014, 1.015, 0.000, 0.061, -0.488, 0.027, -0.082, -0.417, 116.907, -28.013, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.044, 0.014, 1.015, 0.000, 0.061, -0.488, 0.027, -0.077, -0.423, 116.913, -28.007, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.044, 0.015, 1.016, 0.122, 0.000, 0.793, 0.027, -0.077, -0.417, 116.900, -27.987, -199.007, 29.03,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.044, 0.015, 1.016, 0.122, 0.000, 0.793, 0.027, -0.077, -0.412, 116.900, -27.973, -199.007, 29.03,,,,,,,,,,,,,,,,
 12:54:15.784,COM5,, -0.044, 0.015, 1.016, 0.122, 0.000, 0.793, 0.027, -0.071, -0.412, 116.893, -27.967, -199.007, 29.03,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.320, 62.233, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.327, 62.233, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.333, 62.240, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.002, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.347, 62.240, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.353, 62.253, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.353, 62.267, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.784,COM3,, -0.014, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.340, 62.280, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.011, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.327, 62.287, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.011, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.307, 62.280, -171.573, 27.32,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.011, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.293, 62.273, -171.573, 27.32,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.011, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.253, -171.573, 27.32,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.005, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.280, 62.247, -171.573, 27.32,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.005, 0.000, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.253, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.005, 0.000, 1.008, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.280, 62.260, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, -0.005, 0.000, 1.008, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.267, 62.267, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, 0.005, 0.000, 1.008, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.253, 62.280, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, 0.005, 0.004, 1.007, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.240, 62.293, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.785,COM3,, 0.005, 0.004, 1.007, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.220, 62.293, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, 0.005, 0.004, 1.007, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.220, 62.300, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, 0.001, 0.004, 1.007, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.220, 62.300, -171.573, 27.30,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, 0.001, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.233, 62.293, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, 0.001, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.253, 62.287, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, 0.001, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.066, -0.038, 60.253, 62.287, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, -0.013, 0.002, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.247, 62.280, -171.573, 27.34,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, -0.013, 0.001, 1.009, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.240, 62.267, -171.573, 27.25,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, -0.013, 0.001, 1.009, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.240, 62.253, -171.573, 27.25,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, -0.013, 0.001, 1.009, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.233, -171.573, 27.25,,,,,,,,,,,,,,,,
 12:54:15.786,COM3,, -0.006, 0.001, 1.009, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.207, -171.580, 27.25,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.004, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.313, 62.193, -171.580, 27.30,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.004, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.340, 62.180, -171.580, 27.30,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.004, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.360, 62.167, -171.580, 27.30,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.004, 1.006, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.360, 62.167, -171.580, 27.30,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.002, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.353, 62.167, -171.580, 27.27,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.002, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.347, 62.173, -171.580, 27.27,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.006, 0.002, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.340, 62.173, -171.580, 27.27,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.004, 0.002, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.327, 62.173, -171.580, 27.27,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.004, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.307, 62.173, -171.580, 27.25,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.004, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.167, -171.580, 27.25,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.004, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.173, -171.580, 27.25,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.002, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.247, 62.193, -171.580, 27.25,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.002, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.240, 62.200, -171.580, 27.27,,,,,,,,,,,,,,,,
 12:54:15.787,COM3,, -0.002, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.240, 62.213, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.788,COM3,, -0.002, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.247, 62.227, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.788,COM3,, 0.001, 0.001, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.227, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.788,COM3,, 0.001, 0.003, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.273, 62.227, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.788,COM3,, 0.001, 0.003, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.300, 62.233, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, -0.017, 0.015, 1.016, 0.122, 0.000, 0.793, 0.027, -0.071, -0.406, 116.887, -27.960, -199.007, 29.03,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, -0.017, 0.023, 1.018, 0.000, 0.061, 1.404, 0.027, -0.066, -0.401, 116.867, -27.960, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, -0.017, 0.023, 1.018, 0.000, 0.061, 1.404, 0.027, -0.066, -0.390, 116.860, -27.953, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, -0.017, 0.023, 1.018, 0.000, 0.061, 1.404, 0.027, -0.066, -0.385, 116.840, -27.933, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, 0.005, 0.023, 1.018, 0.000, 0.061, 1.404, 0.027, -0.060, -0.379, 116.840, -27.927, -199.007, 29.04,,,,,,,,,,,,,,,,
 12:54:15.797,COM5,, 0.005, 0.025, 1.015, 0.000, 0.000, -0.854, 0.027, -0.060, -0.385, 116.833, -27.920, -199.007, 29.09,,,,,,,,,,,,,,,,
 12:54:15.807,COM3,, 0.001, 0.003, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.300, 62.227, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.807,COM3,, -0.004, 0.003, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.293, 62.233, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.808,COM3,, -0.004, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.293, 62.240, -171.573, 27.29,,,,,,,,,,,,,,,,
 12:54:15.808,COM3,, -0.004, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.287, 62.240, -171.573, 27.29,,,,,,,,,,,,,,,,
 12:54:15.808,COM3,, -0.004, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.273, 62.240, -171.573, 27.29,,,,,,,,,,,,,,,,
 12:54:15.808,COM3,, -0.015, 0.003, 1.007, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.240, -171.573, 27.29,,,,,,,,,,,,,,,,
 12:54:15.808,COM3,, -0.015, 0.000, 1.005, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.233, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.015, 0.000, 1.005, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.253, 62.220, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.015, 0.000, 1.005, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.220, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.009, 0.000, 1.005, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.213, -171.573, 27.27,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.009, 0.005, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.207, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.009, 0.005, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.260, 62.213, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.836,COM3,, -0.009, 0.005, 1.008, 0.000, 0.000, 0.000, -0.099, 0.060, -0.038, 60.280, 62.220, -171.573, 27.31,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, 0.005, 0.025, 1.015, 0.000, 0.000, -0.854, 0.027, -0.060, -0.385, 116.840, -27.927, -199.007, 29.09,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, 0.005, 0.025, 1.015, 0.000, 0.000, -0.854, 0.027, -0.055, -0.390, 116.853, -27.953, -199.007, 29.09,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, -0.004, 0.025, 1.015, 0.000, 0.000, -0.854, 0.027, -0.055, -0.396, 116.867, -27.973, -199.007, 29.09,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, -0.004, 0.012, 1.017, 0.061, 0.000, 0.000, 0.027, -0.055, -0.396, 116.880, -27.980, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, -0.004, 0.012, 1.017, 0.061, 0.000, 0.000, 0.027, -0.055, -0.396, 116.893, -27.993, -199.007, 29.06,,,,,,,,,,,,,,,,
 12:54:15.850,COM5,, -0.004, 0.012, 1.017, 0.061, 0.000, 0.000, 0.027, -0.055, -0.396, 116.887, -28.000, -199.007, 29.06,,,,,,,,,,,,,,,,
